FROM	Chemical name	CAS No.	SMILES
PEC	"4,4'-(1-Methylethylidene)bis[2,6-dibromophenol]"	79-94-7	CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2
PEC	Bisphenol A bis(diphenyl phosphate)	5945-33-5	CC(C)(C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)OP(=O)(OC5=CC=CC=C5)OC6=CC=CC=C6
PEC	"2-(1,1,3,3-Tetramethylbutyl)phenol"	3884-95-5	CC(C)(C)CC(C)(C)c1ccccc1O
PEC	"4-(1,1,3,3-Tetramethylbutyl)phenol ; p-tert-Octylphenol"	140-66-9	CC(C)(C)CC(C)(C)c1ccc(O)cc1
PEC	"p-Mentha-1,8-diene ; Dipentene ; Limonene"	138-86-3	CC(=C)C1CCC(=CC1)C
PEC	Isoprene	78-79-5	CC(=C)C=C
PEC	2-Methyl-2-propenoic acid 2-propenyl ester	96-05-9	CC(=C)C(=O)OCC=C
PEC	"[1,1'-Biphenyl]-4-yl 2-methyl-2-propenoate"	46904-74-9	CC(=C)C(=O)OC1=CC=C(C=C1)C2=CC=CC=C2
PEC	Methacrylonitrile	126-98-7	CC(=C)C#N
PEC	"p-Mentha-1,8-diene ; Dipentene ; Limonene"	5989-27-5	CC(=C)[C@@H]1CCC(=CC1)C
PEC	Acetonitrile ; Methyl cyanide ; Cyanomethane	75-05-8	CC#N
PEC	"(Phenoxymethyl)oxirane ; 2,3-Epoxypropyl phenyl ether"	122-60-1	C1OC1COc2ccccc2
PEC	"2,2',2'',2'''-[ethane-1,2-diylidenetetrakis(p-phenyleneoxymethylene)]tetraoxirane"	7328-97-4	C1OC1COc2ccc(cc2)C(C(c3ccc(OCC4CO4)cc3)c5ccc(OCC6CO6)cc5)c7ccc(OCC8CO8)cc7
PEC	Phenyloxirane ; Styrene oxide ; (Epoxyethyl)benzene	96-09-3	C1OC1c2ccccc2
PEC	Hexamethylenetetramine ; Hexamine	100-97-0	C1N2CN3CN1CN(C2)C3
PEC	"1,4-Diethylene dioxide ; 1,4-Dioxane"	123-91-1	C1COCCO1
PEC	Oxirane ; Ethylene oxide	75-21-8	C1CO1
PEC	Ethyleneimine	151-56-4	C1CN1
PEC	1-Imidazolidneethanol	77215-47-5	C1CN(CN1)CCO
PEC	Benzene	71-43-2	c1ccccc1
PEC	Benzo[b]pyridine ; Quinoline	91-22-5	c1ccc2ncccc2c1
PEC	Naphthalene	91-20-3	c1ccc2ccccc2c1
PEC	Chrysen	218-01-9	c1ccc2c(c1)ccc3c4ccccc4ccc23
PEC	Benzo[def]chrysene ; Benzo[a]pyrene	50-32-8	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45
PEC	Triphenylphosphine	603-35-0	c1ccc(cc1)P(c2ccccc2)c3ccccc3
PEC	N-Cyclohexyl-2-benzothiazolesulfenamide	95-33-0	C1CCC(CC1)NSc2sc3ccccc3n2
PEC	Dicyclohexylamine ; N-Cyclohexylcyclohexanamine	101-83-7	C1CCC(CC1)NC2CCCCC2
PEC	"1,1'-Biphenyl ; Diphenyl ; Phenylbenzene"	92-52-4	c1ccc(cc1)c2ccccc2
PEC	"5H-1,2-Oxathiole, 2,2-dioxide"	21806-61-1	C1C=CS(=O)(=O)O1
PEC	Pyridine-triphenylborane (1:1)	971-66-4	C1=CC=NC=C1.C1=CC=C(C=C1)B(C1=CC=CC=C1)C1=CC=CC=C1
PEC	Naphthenic acids lead salts	61790-14-5	C1=CC=C2C=C(C=CC2=C1)C(=O)[O-].C1=CC=C2C=C(C=CC2=C1)C(=O)[O-].[Pb+2]
PEC	3-(4-Bromophenyl)-9-phenyl-9H-carbazole	1028647-93-9	C1=CC=C(C=C1)N2C3=C(C=C(C=C3)C4=CC=C(C=C4)Br)C5=CC=CC=C52
PEC	4?Nitrobiphenyl	92?93?3	C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-]
PEC	Zinc pyrithione	13463-41-7	C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2]
PEC	[3-Chloro-5-(trifluoromethyl)-2-pyridyl]amine ; ACTP	79456-26-1	C1=C(C=NC(=C1Cl)N)C(F)(F)F
PEC	Formaldehyde ; Formalin	50-00-0	C=O
PEC	Diallyl phthalate	131-17-9	C=CCOC(=O)c1ccccc1C(=O)OCC=C
PEC	Vinylbenzene ; Styrene ; Ethenylbenzene	100-42-5	C=Cc1ccccc1
PEC	2-Propenal ; Acrolein	107-02-8	C=CC=O
PEC	"1,3-Butadiene"	106-99-0	C=CC=C
PEC	4-(2-Oxiranylmethoxy)butyl 2-propenoate	119692-59-0	C=CC(=O)OCCCCOCC1CO1
PEC	2-Propenenitrile ; Acrylonitrile ; Cyanoethylene	107-13-1	C=CC#N
PEC	Methanesulfonic acid	75-75-2	C[S](O)(=O)=O
PEC	Methanesulfonyl chloride	124-63-0	C[S](Cl)(=O)=O
PEC	Nitromethane	75-52-5	C[N+]([O-])=O
PEC	"Bis(2,3-epithiopropyl)disulfide"	98485-71-3	C(SSCC1CS1)C2CS2
PEC	"2,3-Bis((2-mercaptoethyl)thio)-1-propanethiol"	131538-00-6	C(CSCC(CS)SCCS)S
PEC	"2,2'-[1,2-Ethanediylbis(oxy)]bisethanamineguanidine monohydrochloride polymer with guanidine monohydrochloride"	374572-91-5	C(COCCOCCN)N.C(=N)(N)N.Cl
PEC	Hydrogen cyanide	74-90-8	C#N
PEC	2-Bromonaphthalene	580-13-2	Brc1ccc2ccccc2c1
PEC	"1,2,5,6,9,10-Hexabromocyclododecane"	3194-55-6	BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
PEC	Hexabromocyclododecane	25637-99-4	BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1
PEC	"1,1'-Oxybis[2,3,4,5,6-pentabromobenzene]"	1163-19-5	Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br
PEC	Zinc dimethyldithiocarbamate	137-30-4	[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S
PEC	"Bis(diethylcarbamodithioato-S,S')zinc"	14324-55-1	[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S
PEC	Zinc dibutyldithiocarbamate	136-23-2	[Zn++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S
PEC	Trizinc bis(orthophosphate	7779-90-0	[Zn++].[Zn++].[Zn++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
PEC	Boric acid zinc salt	1332-07-6	[Zn++].[O-]B([O-])[O-]
PEC	Zinc sulfate	7733-02-0	[Zn++].[O-][S]([O-])(=O)=O
PEC	Strontium chromate	7789-06-2	[Sr++].[O-][Cr]([O-])(=O)=O
PEC	Tin bis(tetrafluoroborate)	13814-97-6	[Sn++].F[B-](F)(F)F.F[B-](F)(F)F
PEC	Tin sulfate	7488-55-3	[Sn++].[O-][S]([O-])(=O)=O
PEC	Cadimium selenide	1306-24-7	[Se]=[Cd]
PEC	Selenium	7782-49-2	[Se]
PEC	Antimony triiodide	7790-44-5	[Sb+3].[I-].[I-].[I-]
PEC	"Cadmium zinc sulfide ((Cd,Zn)S)"	12442-27-2	[S-2].[S-2].[Zn+2].[Cd+2]
PEC	C.I. pigment yellow 034	1344-37-2	[PbH2++].[PbH2++].[O-]S([O-])(=O)=O.[O-][Cr]([O-])(=O)=O
PEC	Octadecanoic acid lead(2+) salt ; Lead stearate	1072-35-1	[Pb++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O
PEC	Lead 2-ethylhexanoate ; 2-Ethylhexanoic acid lead(2+) salt	301-08-6	[Pb++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
PEC	Leadcarbonate 	598-63-0	[Pb++].[O-]C([O-])=O
PEC	Lead oxide sulfate (Pb4O3(SO4))	12202-17-4	[Pb++].[O-][S]([O-])(=O)=O.O=[Pb].O=[Pb].O=[Pb]
PEC	Lead sulfate (PbSO4)	7446-14-2	[Pb++].[O-][S]([O-])(=O)=O
PEC	Lead dinitrate	10099-74-8	[Pb++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
PEC	Lead chromate (PbCrO4)	7758-97-6	[Pb++].[O-][Cr]([O-])(=O)=O
PEC	Lead cyanamidate (PbNH2(CN))	20837-86-9	[Pb].NC#N
PEC	Dibasic lead stearate	56189-09-4	[Pb].CCCCCCCCCCCCCCCCCC([O-])=O
PEC	Lead	7439-92-1	[Pb]
PEC	Nickel dihydroxide	12054-48-7	[OH2-].[OH2-].[Ni++]
PEC	Dicopper oxide	1317-39-1	[OH2--].[Cu+].[Cu+]
PEC	Tetramethylammonium hydroxide	75-59-2	[OH-].C[N+](C)(C)C
PEC	Zinc tetraoxychromate	49663-84-5	[OH-].[OH-].[Zn++].[Zn++].[Zn++].[O-][Cr]([O-])(=O)=O.[O-][Cr]([O-])(=O)=O
PEC	Trilead bis(carbonate) dihydroxide	1319-46-6	[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O
PEC	Nickel hydroxide	11113-74-9	[OH-].[OH-].[Ni++]
PEC	Sodium hydroxide	1310-73-2	[OH-].[Na+]
PEC	Potassium hydroxyoctaoxodizincatedichromate(1-)	11103-86-9	[OH-].[K+].[Zn++].[Zn++].[O-][Cr]([O-])(=O)=O.[O-][Cr]([O-])(=O)=O
PEC	Potassium hydroxide	1310-58-3	[OH-].[K+]
PEC	Nitrobenzene	98-95-3	[O-][N+](=O)c1ccccc1
PEC	Glycidyl 3-nitrobenzenesulfonate	115314-17-5	[O-][N+](=O)c1cccc(c1)[S](=O)(=O)OC[C@H]2CO2
PEC	Glycidyl 3-nitrobenzenesulfonate	 115314-14-2	[O-][N+](=O)c1cccc(c1)[S](=O)(=O)OC[C@@H]2CO2
PEC	Potassium permanganate	7722-64-7	[O-][Mn](=O)(=O)=O.[K+]
PEC	C.I. Pigment yellow 36 ; Zinc chromate yellow	37300-23-5	[O-][Cr](=O)(=O)[O-].[Zn+2]
PEC	"Lead oxide (PbO), lead-contg."	68411-78-9	[O--].[Pb++]
PEC	Diantimony trioxide	1309-64-4	[O--].[O--].[O--].[Sb+3].[Sb+3]
PEC	Diarsenic trioxide	1327-53-3	[O--].[O--].[O--].[As+3].[As+3]
PEC	Dipotassium heptadecaoxotetrazincate tetrachromate(2-)	12433-50-0	[O--].[K+].[Zn++].[O-][Cr]([O-])(=O)=O
PEC	Nickel bis(sulfamidate)	13770-89-3	[Ni++].N[S]([O-])(=O)=O.N[S]([O-])(=O)=O
PEC	Nickel acetate ; Acetic acid nickel(2+) salt	373-02-4	[Ni++].CC([O-])=O.CC([O-])=O
PEC	Nickel carbonate	3333-67-3	[Ni++].[O-]C([O-])=O
PEC	Nickel sulfate	7786-81-4	[Ni++].[O-][S]([O-])(=O)=O
PEC	Trinickel disulfide	12035-72-2	[Ni][Ni][Ni]=[S]=S
PEC	Ammonium hydrogen sulphide	12124-99-1	[NH4+].[SH-]
PEC	Ammonium nitrite	13446-48-5	[NH4+].[O-]N=O
PEC	Ammonium nitrate	6484-52-2	[NH4+].[O-][N+]([O-])=O
PEC	Ammonium sulphide	12135-76-1	[NH4+].[NH4+].[S--]
PEC	Ammonium dichromate	7789-09-5	[NH4+].[NH4+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
PEC	Ammonium chromate	7788-98-9	[NH4+].[NH4+].[O-][Cr]([O-])(=O)=O
PEC	Bis(hydroxylammonium) sulfate	10039-54-0	[NH3+]O.[NH3+]O.[O-][S]([O-])(=O)=O
PEC	Sodium tetrafluoroborate(1-)	13755-29-8	[Na+].F[B-](F)(F)F
PEC	Sodium dimethyldithiocarbamate	128-04-1	[Na+].CN(C)C([S-])=S
PEC	"1,3-Dichloro-1,3,5-triazine-2,4,6(1H,3H,5H)-trione sodium salt "	2893-78-9	[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O
PEC	Sodium hypochlorite	7681-52-9	[Na+].[O-]Cl
PEC	Sodium monochloroacetate ; Sodium chloroacetate	3926-62-3	[Na+].[O-]C(=O)CCl
PEC	Sodium nitrate	7631-99-4	[Na+].[O-][N+]([O-])=O
PEC	Sodium chlorite	7758-19-2	[Na+].[O-][Cl]=O
PEC	Sodium chlorate	7775-09-9	[Na+].[O-][Cl](=O)=O
PEC	C.I. direct red 028	573-58-0	[Na+].[Na+].Nc1c(cc(c2ccccc12)[S]([O-])(=O)=O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5cc(c6ccccc6c5N)[S]([O-])(=O)=O
PEC	C.I. direct black 038	1937-37-7	[Na+].[Na+].NC1=CC(N)=C(C=C1)\N=N\C1=CC=C(C=C1)C1=CC=C(C=C1)\N=N\C1=C(C=C2C=C(C(\N=N\C3=CC=CC=C3)=C(O)C2=C1N)S([O-])(=O)=O)S([O-])(=O)=O
PEC	Sodium dichromate	10588-01-9	[Na+].[Na+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
PEC	Nitrilotriacetic acid trisodium salt ; Trisodium nitrilotriacetate	5064-31-3	[Na+].[Na+].[Na+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O
PEC	Sodium azide	26628-22-8	[Na+].[N-]=[N+]=[N-]
PEC	Sodium cyanide	143-33-9	[Na+].[C-]#N
PEC	Sodium	7440-23-5	[Na+]
PEC	Magnesium silicofluoride ; Magnesium hexafluorosilicate	16949-65-8	[Mg]
PEC	"1,1,1-Trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfon amide lithium salt"	90076-65-6	[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
PEC	Lithium fluoride (LiF)	7789-24-4	[Li+].[F-]
PEC	Potassium tetrafluoroborate	14075-53-7	[K+].F[B-](F)(F)F
PEC	Nonylphenol	25154-52-3	[K+].CCCCCCCCCc1ccccc1[O-]
PEC	Potassium chlorate	3811-04-9	[K+].[O-][Cl](=O)=O
PEC	Potassium dichromate (K2Cr2O7)	7778-50-9	[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
PEC	Potassium chromate	7789-00-6	[K+].[K+].[O-][Cr]([O-])(=O)=O
PEC	"N,N-Bis(carboxymethyl)glycine, tripotassium salt"	2399-85-1	[K+].[K+].[K+].[O-]C(=O)CN(CC([O-])=O)CC([O-])=O
PEC	Tripotassium tetra(cyano-C)cuprate(3-)	14263-73-1	[K+].[K+].[K+].[Cu+].[C-]#N.[C-]#N.[C-]#N.[C-]#N
PEC	Dipotassium tetraiodomercurate	7783-33-7	[K+].[K+].I[Hg-2](I)(I)I
PEC	Potassium cyanide	151-50-8	[K+].[C-]#N
PEC	Potassium dicyanoaurate	13967-50-5	[K+].[Au+].[C-]#N.[C-]#N
PEC	Potassium dicyanoargentate	506-61-6	[K+].[Ag+].[C-]#N.[C-]#N
PEC	Potassium	7440-09-7	[K+]
PEC	Tri-n-butyl methyl phosphonium iodide	1702-42-7	[I-].CCCC[P+](C)(CCCC)CCCC
PEC	Mercury	7439-97-6	[Hg]
PEC	Tetrafluoroboric acid	16872-11-0	[H+].F[B-](F)(F)F
PEC	Ammonium hydrogendifluoride	1341-49-7	[H+].[NH4+].[F-].[F-]
PEC	"3,3'-Dichloro(1,1'-biphenyl)-4,4'-diamine dihydrochloride"	612-83-9	[H+].[H+].[Cl-].[Cl-].Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2
PEC	"3,3'-Dimethoxybenzidine dihydrochloride"	20325-40-0	[H+].[H+].[Cl-].[Cl-].COc1cc(ccc1N)c2ccc(N)c(OC)c2
PEC	Hydrogen fluoride ; Hydrofluoric acid	7664-39-3	[H+].[F-]
PEC	"Hydroxylamine, hydrochloride"	5470-11-1	[H+].[Cl-].NO
PEC	"N,N""""'-1,6-Hexanediyl bis(N'-cyanoguanidine) polymer with 1,6-hexane diamine, hydrochloride"	27083-27-8	[H+].[Cl-].NCCCCCCN.NC(NC#N)=NCCCCCCN=C(N)NC#N
PEC	C.I. basic orange 002	532-82-1	[H+].[Cl-].Nc1ccc(N=Nc2ccccc2)c(N)c1
PEC	2-Methyl-4-isothiazolin-3-one ; 2-Methyl-2H-isothiazol-3-one	2682-20-4	[H+].[Cl-].CN1SC=CC1=O
PEC	5-Chloro-2-methyl-4-isothiazolin-3-one	26172-55-4	[H+].[Cl-].CN1SC(=CC1=O)Cl
PEC	2-Chloroethyldiethyl ammonium chloride	869-24-9	[H+].[Cl-].CCN(CC)CCCl
PEC	Hydrogen chloride ; Hydrochloric acid	7647-01-0	[H+].[Cl-]
PEC	Hydrogen bromide	10035-10-6	[H+].[Br-]
PEC	Sodium monofluoride	7681-49-4	[F-].[Na+]
PEC	Potassium fluoride	7789-23-3	[F-].[K+]
PEC	Nickel difluoride	10028-18-9	[F-].[F-].[Ni++]
PEC	Copper sulfate	7758-98-7	[Cu++].[O-][S]([O-])(=O)=O
PEC	"2-Pyridinethiol-1-oxide, copper salt"	14915-37-8	[Cu++].[O-][n+]1ccccc1[S-].[O-][n+]2ccccc2[S-]
PEC	Copper cyanide	544-92-3	[Cu+].[C-]#N
PEC	2-Ethylhexanoic acid cobalt(2+) salt ; Cobaltous octoate	136-52-7	[Co++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
PEC	Cobalt acetate	71-48-7	[Co++].CC([O-])=O.CC([O-])=O
PEC	Cobalt dinitrate	10141-05-6	[Co++].[O-][N+]([O-])=O.[O-][N+]([O-])=O
PEC	Dibutyltin dichloride	683-18-1	CCCC[Sn](CCCC)(Cl)Cl
PEC	Tin tetrachloride	7646-78-8	Cl[Sn](Cl)(Cl)Cl
PEC	C.I. basic green 004	569-64-2	[Cl-].CN(C)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(C)C
PEC	"N,N-Dimethyl-N-octadecyl-1-octadecanammonium chloride"	107-64-2	[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC
PEC	Benzyldimethyl-octadecyl ammonium chloride	122-19-0	[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
PEC	"N,N,N-Trimethyl-1-hexadecanaminium chloride"	112-02-7	[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C
PEC	Alkyl(C=12-18) benzyl dimethyl ammonium chloride	68391-01-5	[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
PEC	"N-Dodecyl-N,N-dimethylbenzenemethanaminium chloride"	139-07-1	[Cl-].CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
PEC	Didecyldimethylammonium chloride	7173-51-5	[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
PEC	"Quaternary ammonium compounds, benzyl-(C=8-18)-alkyldimethyl, chlorides"	63449-41-2	[Cl-].CCCCCCCCCC[N+](C)(C)Cc1ccccc1
PEC	"2,3-Epoxypropyltrimethylammonium chloride"	3033-77-0	[Cl-].C[N+](C)(C)CC1CO1
PEC	Tetramethylammonium chloride	75-57-0	[Cl-].C[N+](C)(C)C
PEC	Copper monochloride	7758-89-6	[Cl-].[Cu+]
PEC	Zinc chloride	7646-85-7	[Cl-].[Cl-].[Zn++]
PEC	Tin dichloride	7772-99-8	[Cl-].[Cl-].[Sn++]
PEC	Nickel dichloride	7718-54-9	[Cl-].[Cl-].[Ni++]
PEC	Antimony trichloride	10025-91-9	[Cl-].[Cl-].[Cl-].[Sb+3].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)\O)C1=O
PEC	Octadecanoic acid cadmium salt ; Cadmium stearate	2223-93-0	[Cd++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O
PEC	cadmium dioleate	10468-30-1	[Cd++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O
PEC	Cadmium 2-ethylhexanoate	2420-98-6	[Cd++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
PEC	Neodecanoic acid cadmium salt ; Cadmium neodecanoate	61951-96-0	[Cd++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O
PEC	p-tert-Butylbenzoic acid cadmium salt	4167-05-9	[Cd++].CC(C)(C)c1ccc(cc1)C([O-])=O.CC(C)(C)c2ccc(cc2)C([O-])=O
PEC	Benzoic acid cadmium salt	3026-22-0	[Cd++].[O-]C(=O)c1ccccc1.[O-]C(=O)c2ccccc2
PEC	Cadimium	7440-43-9	[Cd++]
PEC	Antimony compound with cadmium (2:3)	12014-29-8	[Cd].[Cd].[Cd].[Sb].[Sb]
PEC	Cadmium octanoate ; Cadmium di(octanoate)	2191-10-8	[Ca++].CCCCCCCC([O-])=O.CCCCCCCC([O-])=O
PEC	Calcium nitrite	13780-06-8	[Ca++].[O-]N=O.[O-]N=O
PEC	Zinc cyanide	557-21-1	[C-]#N.[C-]#N.[Zn+2]
PEC	Hexadecyltrimethylammonium bromide	57-09-0	[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C
PEC	Triphenylethylphosphonium bromide	1530-32-1	[Br-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3
PEC	Bromine	7726-95-6	[Br-]
PEC	"Disodium tetraborate, anhydrous"	1330-43-4	[B+3].[B+3].[B+3].[B+3].O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Na+].[Na+]
PEC	Dimethylamine borane ; DMAB	74-94-2	[B].CNC
PEC	Arsenic	7440-38-2	[As]
PEC	Silver nitrate	7761-88-8	[Ag+].[O-][N+]([O-])=O
PEC	Silver cyanide	506-64-9	[Ag+].[C-]#N
